,ID_REF,m2h 1-pvalue,m2h stat,m2h2-pvalue
0,1007_s_at,0.1020469276701097,-1.2785853024390161,0.2040938553402194
1,1053_at,0.6722807490618696,0.44760195209004744,0.6554385018762607
2,117_at,0.9999467648380075,4.041392645121136,0.00010647032398508219
3,121_at,0.5407535116318,0.1025990855434331,0.9184929767364001
4,1255_g_at,0.6842018106886958,0.4810047003477845,0.6315963786226084
5,1294_at,0.10556014506001113,-1.2588095052751358,0.21112029012002226
6,1316_at,0.0024082850354182365,-2.885472532851549,0.004816570070836473
7,1320_at,0.9909958431833225,2.4063161432203013,0.018008313633355172
8,1405_i_at,0.016825223768609107,-2.1548356437803853,0.033650447537218214
9,1431_at,5.05231931739354e-05,-4.055712709098221,0.0001010463863478708
10,1438_at,0.7569884286783993,0.6993240187334486,0.48602314264320134
11,1487_at,0.7594526519027699,0.7072696455032847,0.4810946961944602
12,1494_f_at,0.813105036765044,0.89352070793139,0.37378992646991205
13,1552256_a_at,0.5541095907054139,0.13640881225961843,0.8917808185891722
14,1552257_a_at,0.1604222806717055,-0.997829888845732,0.320844561343411
15,1552258_at,0.4231729647587289,-0.19430179420878327,0.8463459295174578
16,1552261_at,0.19687441818011486,-0.8566516438441572,0.3937488363602297
17,1552263_at,0.2629579067000319,-0.6365523111527798,0.5259158134000638
18,1552264_a_at,0.5234309173954784,0.058918586547235224,0.9531381652090432
19,1552266_at,0.7005963411030939,0.5278522616704552,0.5988073177938122
20,1552269_at,0.8921245369666017,1.2460396222885433,0.21575092606679663
21,1552271_at,0.9049683052170491,1.3196340745048438,0.1900633895659019
22,1552272_a_at,0.4295551705796749,-0.17797936759705912,0.8591103411593498
23,1552274_at,0.5784144419661066,0.19836953129893162,0.8431711160677867
24,1552275_s_at,0.6542609603625047,0.39803635464342635,0.6914780792749905
25,1552276_a_at,0.9852811744755666,2.210266763108198,0.029437651048866836
26,1552277_a_at,0.001977546705136142,-2.9523853825193966,0.003955093410272284
27,1552278_a_at,0.43927076041619273,-0.15322198181345362,0.8785415208323855
28,1552279_a_at,0.8989637819306164,1.2843674748460487,0.20207243613876716
29,1552280_at,0.022217277844840812,-2.0364122605847204,0.044434555689681625
30,1552281_at,0.7656102322319076,0.7273236760387168,0.4687795355361848
31,1552283_s_at,0.0015994847303865856,-3.0232935750194363,0.003198969460773171
32,1552286_at,0.0008718411352254495,-3.2201558305534452,0.001743682270450899
33,1552287_s_at,0.09772567023562202,-1.3036122035632722,0.19545134047124404
34,1552288_at,0.926130445501849,1.4592065448822056,0.1477391089963021
35,1552289_a_at,0.9305024272142667,1.4918061854699227,0.13899514557146656
36,1552291_at,0.1314614750953047,-1.1260492063966483,0.2629229501906094
37,1552293_at,0.9818566786807635,2.123147641907606,0.03628664263847291
38,1552295_a_at,0.11863381827872232,-1.1891905235997893,0.23726763655744465
39,1552296_at,0.12320234439727543,-1.1661708114847347,0.24640468879455085
40,1552299_at,0.004037321619559472,-2.7047406260125078,0.008074643239118945
41,1552301_a_at,0.5299306686600416,0.07529047285626125,0.9401386626799169
42,1552302_at,0.08964452052002723,-1.3527227133204256,0.17928904104005447
43,1552303_a_at,0.20575715924380356,-0.8247903343041683,0.4115143184876071
44,1552304_at,0.13101384384614648,-1.12817746662078,0.26202768769229295
45,1552306_at,0.5477870055373777,0.1203865066901425,0.9044259889252446
46,1552307_a_at,,,
47,1552309_a_at,0.6754823937234093,0.4565220588785914,0.6490352125531813
48,1552310_at,0.0034491698858709198,-2.7606745022649353,0.0068983397717418396
49,1552311_a_at,0.32048054284064703,-0.46782227123309744,0.6409610856812941
50,1552312_a_at,0.043386582611799465,-1.7302098585080343,0.08677316522359893
51,1552314_a_at,0.5038486021309809,0.009672062340469082,0.9923027957380383
52,1552315_at,0.01511998757397062,-2.1991989223450785,0.03023997514794124
53,1552316_a_at,8.08781883065254e-05,-3.9256947291250723,0.0001617563766130508
54,1552318_at,0.0003900497511516548,-3.4692848357749435,0.0007800995023033097
55,1552319_a_at,0.6555920980183614,0.40166278104146474,0.6888158039632772
56,1552320_a_at,1.3679103307987166e-05,-4.404191136733114,2.735820661597433e-05
57,1552321_a_at,8.429236283260305e-08,-5.638818924612115,1.685847256652061e-07
58,1552322_at,0.43577583892772465,-0.16211606509553458,0.8715516778554493
59,1552323_s_at,0.030353232289118025,-1.8977215104145997,0.06070646457823605
